0.00263853	1019	378.999	PIK3CA_038
0.00216877	913	461.091	PIK3CA_039
0.00168594	630	593.141	PIK3CA_040
0.00299363	1101	334.043	PIK3CA_041
0.00200561	782	498.601	PIK3CA_042
0.00134088	481	745.779	PIK3CA_043
0.00117450	452	851.426	PIK3CA_044
0.00177658	671	562.879	PIK3CA_045
0.00104499	410	956.947	PIK3CA_046
0.00252036	919	396.769	PIK3CA_047
0.00268799	1012	372.025	PIK3CA_048
0.00249942	960	400.093	PIK3CA_049
0.00081226	298	1231.13	PIK3CA_050
0.00111015	414	900.779	PIK3CA_051
0.00083975	325	1190.83	PIK3CA_052
0.00237493	857	421.065	PIK3CA_053
0.00213128	934	469.202	PIK3CA_054
0.00266155	1000	375.721	PIK3CA_055
0.00084048	322	1189.8	PIK3CA_056
0.00106507	403	938.905	PIK3CA_057
0.00311780	1186	320.739	PIK3CA_058
0.00291862	1110	342.628	PTEN_001
0.00146564	570	682.296	PTEN_002
0.00235692	894	424.283	PTEN_003
0.00137781	540	725.789	PTEN_004
0.00194608	737	513.853	PTEN_005
0.00178236	710	561.054	PTEN_006
0.00118688	461	842.545	PTEN_007
0.00310586	1153	321.972	PTEN_008
0.00180879	722	552.856	PTEN_009
0.00081140	308	1232.44	PTEN_010
0.00116435	431	858.848	PTEN_011
0.00176634	705	566.142	PTEN_012
0.00210227	853	475.676	PTEN_013
0.00168377	655	593.905	PTEN_014
0.00176803	645	565.601	PTEN_015
0.00082538	330	1211.56	PTEN_016
0.00262231	965	381.343	PTEN_017
0.00168318	651	594.114	PTEN_018
0.00138587	523	721.568	PTEN_019
0.00096623	378	1034.95	PTEN_020
0.00074235	278	1347.07	PTEN_021
0.00153702	584	650.61	PTEN_022
0.00078395	313	1275.59	PTEN_023
0.00194197	733	514.941	PTEN_024
0.00064543	258	1549.35	PTEN_025
0.00165113	617	605.646	PTEN_026
0.00072647	258	1376.52	PTEN_027
0.00203863	775	490.525	PTEN_028
0.00168847	655	592.252	TERT_001
0.00034548	136	2894.52	TERT_002
0.00083327	313	1200.09	TERT_003
0.00250707	972	398.872	TP53_001
0.00226288	992	441.915	TP53_002
0.00270330	1036	369.918	TP53_003
0.00276868	1081	361.183	TP53_004
0.00268766	1062	372.071	TP53_005
0.00084019	328	1190.21	TP53_006
0.00139913	565	714.73	TP53_007
0.00216958	890	460.919	TP53_008
0.00162618	623	614.938	TP53_009
0.00143381	553	697.442	TP53_010
0.00118098	464	846.754	TP53_011
0.00302242	1195	330.861	TP53_012
0.00171119	634	584.389	TP53_013
0.00246065	952	406.397	TP53_014
0.00251242	986	398.023	TP53_015
0.00148270	590	674.445	TP53_016
0.00288339	1110	346.814	TP53_017
0.00284289	1130	351.755	TP53_018
0.00256585	1012	389.734	TP53_019
0.00175665	703	569.265	TP53_020
0.00135341	518	738.874	TP53_021
0.00279304	1071	358.033	TP53_022
0.00286974	1121	348.464	TP53_023
0.00200574	775	498.569	TP53_024
0.00121654	490	822.003	TP53_025
0.00061429	246	1627.9	TP53_026
0.00111754	447	894.823	TP53_027
0.00312604	1202	319.894	TP53_028
0.00020213	73	4947.31	TP53_029
0.00160757	630	622.057	TP53_030
